"","site","day","month","year","date","precip","air_min","air_mean","air_max"
"21888",26,6,8,2004,2004-08-06,"0","15.2","22.1","30.4"
"21889",26,7,8,2004,2004-08-07,"0","14.4","22.1","30.2"
"21890",26,8,8,2004,2004-08-08,"0","14.2","21.6","30.6"
"21891",26,9,8,2004,2004-08-09,"0","15","21.8","29.6"
"21892",26,10,8,2004,2004-08-10,"0","15.2","23.1","31.2"
"21893",26,11,8,2004,2004-08-11,"0","15.2","22.2","30.2"
"21894",26,12,8,2004,2004-08-12,"0","15","23.4","32"
"21895",26,13,8,2004,2004-08-13,"15.2","17.4","20.7","28"
"21896",26,14,8,2004,2004-08-14,"8","14.6","17.4","23.6"
"21897",26,15,8,2004,2004-08-15,"0","10.4","18","25"
"21898",26,16,8,2004,2004-08-16,"0","12.2","20.3","27.6"
"21899",26,17,8,2004,2004-08-17,"3","17.2","22.4","28.4"
"21900",26,18,8,2004,2004-08-18,"0","18","22.4","29.2"
"21901",26,19,8,2004,2004-08-19,"0","15.6","21.4","28.2"
"21902",26,20,8,2004,2004-08-20,"4.8","17.4","17.6","23.6"
"21903",26,21,8,2004,2004-08-21,"0.3","12.8","16.8","22.8"
"21904",26,22,8,2004,2004-08-22,"0","13.2","14.9","20.4"
"21905",26,23,8,2004,2004-08-23,"0","6.2","13.6","22.4"
"21906",26,24,8,2004,2004-08-24,"3.3","11.2","16.8","24.8"
"21907",26,25,8,2004,2004-08-25,"0.5","13.6","16.2","22"
"21908",26,26,8,2004,2004-08-26,"1.5","12.6","15.1","21"
"21909",26,27,8,2004,2004-08-27,"0","12.6","15.6","20.4"
"21910",26,28,8,2004,2004-08-28,"0.1","13.6","15.3","21.4"
"21911",26,29,8,2004,2004-08-29,"8.4","14.6","18.4","24.2"
"21912",26,30,8,2004,2004-08-30,"7.3","14.2","16.8","24.6"
"21913",26,31,8,2004,2004-08-31,"5","11.4","13.6","19"
"21914",26,1,9,2004,2004-09-01,"0","11.2","13.8","19"
"21915",26,2,9,2004,2004-09-02,"0","6.6","13.3","20.8"
"21916",26,3,9,2004,2004-09-03,"0","7.6","15","24.2"
"21917",26,4,9,2004,2004-09-04,"0","8.4","16.7","25.4"
"21918",26,5,9,2004,2004-09-05,"0","12.2","16.9","23.6"
"21919",26,6,9,2004,2004-09-06,"0","11","17.6","25.6"
"21920",26,7,9,2004,2004-09-07,"0","10.8","17.2","25.6"
"21921",26,8,9,2004,2004-09-08,"0","10.4","14.5","21.6"
"21922",26,9,9,2004,2004-09-09,"0","5.2","10.5","18.8"
"21923",26,10,9,2004,2004-09-10,"0","5","12","21"
"21924",26,11,9,2004,2004-09-11,"0","6.2","15.2","25.4"
"21925",26,12,9,2004,2004-09-12,"5.2","13.2","16","20.2"
"21926",26,13,9,2004,2004-09-13,"0","8","13.4","20.4"
"21927",26,14,9,2004,2004-09-14,"3.8","11","17.9","26"
"21928",26,15,9,2004,2004-09-15,"0","14.4","17.3","21.4"
"21929",26,16,9,2004,2004-09-16,"0","9","13","17.8"
"21930",26,17,9,2004,2004-09-17,"0","4","10.1","19.4"
"21931",26,18,9,2004,2004-09-18,"0","4.6","11.5","20.4"
"21932",26,19,9,2004,2004-09-19,"0.2","6.8","14.6","24.8"
"21933",26,20,9,2004,2004-09-20,"0","13.2","15.7","21.2"
"21934",26,21,9,2004,2004-09-21,"5.4","11.2","14.3","17.2"
"21935",26,22,9,2004,2004-09-22,"1.8","10","11.3","13.8"
"21936",26,23,9,2004,2004-09-23,"6.3","7.6","10.1","14.6"
"21937",26,24,9,2004,2004-09-24,"6","8.8","10.4","15"
"21938",26,25,9,2004,2004-09-25,"0.8","7.4","10.2","15.8"
"21939",26,26,9,2004,2004-09-26,"0","8.6","10.7","15"
"21940",26,27,9,2004,2004-09-27,"0.1","10","12","15.4"
"21941",26,28,9,2004,2004-09-28,"0.3","9","12","16"
"21942",26,29,9,2004,2004-09-29,"6.7","12.4","13.3","16.2"
"21943",26,30,9,2004,2004-09-30,"6.6","9.2","13","13.6"
"21944",26,1,10,2004,2004-10-01,"1.3","10.6","11","12.6"
"21945",26,2,10,2004,2004-10-02,"0.3","11","12","16"
"21946",26,3,10,2004,2004-10-03,"0","11.2","12.8","18.6"
"21947",26,4,10,2004,2004-10-04,"0","5","11.4","19.2"
"21948",26,5,10,2004,2004-10-05,"0","9","15.9","25"
"21949",26,6,10,2004,2004-10-06,"7.4","12","16.5","24"
"21950",26,7,10,2004,2004-10-07,"0","11.2","12.9","17.4"
"21951",26,8,10,2004,2004-10-08,"0.1","5","9.5","13.4"
"21952",26,9,10,2004,2004-10-09,"0.3","6.6","8.4","12.6"
"21953",26,10,10,2004,2004-10-10,"0","2.4","6.7","12.8"
"21954",26,11,10,2004,2004-10-11,"0","1","4.1","11"
"21955",26,12,10,2004,2004-10-12,"0","0.4","4.5","11"
"21956",26,13,10,2004,2004-10-13,"0","-1","4.6","12.4"
"21957",26,14,10,2004,2004-10-14,"0","1.4","6.7","10.8"
"21958",26,15,10,2004,2004-10-15,"3.8","7.6","8.6","10.6"
"21959",26,16,10,2004,2004-10-16,"9.2","3.6","5.7","8.6"
"21960",26,17,10,2004,2004-10-17,"0","6.4","7.6","10.4"
"21961",26,18,10,2004,2004-10-18,"1.8","5.6","8","11.6"
"21962",26,19,10,2004,2004-10-19,"0","8","8.5","11.4"
"21963",26,20,10,2004,2004-10-20,"2.2","0.4","5.3","11.4"
"21964",26,21,10,2004,2004-10-21,"1.6","7","10.8","19.2"
"21965",26,22,10,2004,2004-10-22,"0","2.2","7.7","16.4"
"21966",26,23,10,2004,2004-10-23,"0","7.4","11.9","18.4"
"21967",26,24,10,2004,2004-10-24,"0","12.8","15.6","20.6"
"21968",26,25,10,2004,2004-10-25,"0.1","8.4","13.3","20.4"
"21969",26,26,10,2004,2004-10-26,"14.7","10.4","11.3","14.4"
"21970",26,27,10,2004,2004-10-27,"4.1","8","8.7","10.8"
"21971",26,28,10,2004,2004-10-28,"0.1","7","8.4","10.6"
"21972",26,29,10,2004,2004-10-29,"0.1","7.6","8.9","11"
"21973",26,30,10,2004,2004-10-30,"1.1","9.4","9.9","11.4"
"21974",26,31,10,2004,2004-10-31,"0.3","10.2","10.5","12"
"21975",26,1,11,2004,2004-11-01,"0","3.6","7","11.2"
"21976",26,2,11,2004,2004-11-02,"0","3.4","6.4","11.6"
"21977",26,3,11,2004,2004-11-03,"0","5","7","10.4"
"21978",26,4,11,2004,2004-11-04,"0.1","7","9.5","13.2"
"21979",26,5,11,2004,2004-11-05,"0.7","7.2","9.4","12.8"
"21980",26,6,11,2004,2004-11-06,"6.5","4","5.3","8.2"
"21981",26,7,11,2004,2004-11-07,"0.1","2.6","4.1","5.6"
"21982",26,8,11,2004,2004-11-08,"0","0.6","3","5.6"
"21983",26,9,11,2004,2004-11-09,"3.6","3","5.5","8.2"
"21984",26,10,11,2004,2004-11-10,"0.1","1.6","4.1","8.4"
"21985",26,11,11,2004,2004-11-11,"0","0","4.7","7.6"
"21986",26,12,11,2004,2004-11-12,"1.8","3","4.7","7.4"
"21987",26,13,11,2004,2004-11-13,"0.2","1.8","4.2","6.4"
"21988",26,14,11,2004,2004-11-14,"0.1","-1.4","1.1","6"
"21989",26,15,11,2004,2004-11-15,"0.4","-1.2","2.3","4.6"
"21990",26,16,11,2004,2004-11-16,"0","3.8","6.8","8"
"21991",26,17,11,2004,2004-11-17,"17.8","3.2","6.1","8.8"
"21992",26,18,11,2004,2004-11-18,"8","5.8","9.1","11"
"21993",26,19,11,2004,2004-11-19,"4.9","-1","1.8","6"
"21994",26,20,11,2004,2004-11-20,"0","-2","0.4","1.2"
"21995",26,21,11,2004,2004-11-21,"0.2","-1.8","-0.2","1.2"
"21996",26,22,11,2004,2004-11-22,"15.8","-6","0.6","5.4"
"21997",26,23,11,2004,2004-11-23,"1.3","1.4","4.8","8.4"
"21998",26,24,11,2004,2004-11-24,"0","-0.8","1.3","3"
"21999",26,25,11,2004,2004-11-25,"0","-3.2","0.4","2.4"
"22000",26,26,11,2004,2004-11-26,"0.1","-3","0","2.4"
"22001",26,27,11,2004,2004-11-27,"3.1","-0.4","3.7","6"
"22002",26,28,11,2004,2004-11-28,"3.6","3.6","4.8","6"
"22003",26,29,11,2004,2004-11-29,"0.4","3","4.5","6"
"22004",26,30,11,2004,2004-11-30,"0","0.4","2.5","5"
"22005",26,1,12,2004,2004-12-01,"2.1","-0.4","2.7","5.5"
"22006",26,2,12,2004,2004-12-02,"0.1","-0.8","2.6","3.8"
"22007",26,3,12,2004,2004-12-03,"0","0.2","2.6","2.6"
"22008",26,4,12,2004,2004-12-04,"0","2","3.4","3.4"
"22009",26,5,12,2004,2004-12-05,"0.4","-1","2.1","3.4"
"22010",26,6,12,2004,2004-12-06,"0","3","6.4","7.4"
"22011",26,7,12,2004,2004-12-07,"0","4.4","6","7"
"22012",26,8,12,2004,2004-12-08,"0","4","5.4","6.2"
"22013",26,9,12,2004,2004-12-09,"0","3.4","4.6","5"
"22014",26,10,12,2004,2004-12-10,"0","-0.8","1.7","4"
"22015",26,11,12,2004,2004-12-11,"0","-3.4","-0.7","1.8"
"22016",26,12,12,2004,2004-12-12,"0.3","0.4","1.5","2.2"
"22017",26,13,12,2004,2004-12-13,"0","1.2","2","2.6"
"22018",26,14,12,2004,2004-12-14,"0","-1.8","-0.3","1.8"
"22019",26,15,12,2004,2004-12-15,"0","-4","-1","2.2"
"22020",26,16,12,2004,2004-12-16,"0","-1.4","0.6","3.2"
"22021",26,17,12,2004,2004-12-17,"2.2","-3","0.6","3.2"
"22022",26,18,12,2004,2004-12-18,"10.5","-0.8","0.7","2.4"
"22023",26,19,12,2004,2004-12-19,"1.8","-1.6","0.2","1"
"22024",26,20,12,2004,2004-12-20,"0.7","-5","-1.1","1.8"
"22025",26,21,12,2004,2004-12-21,"0","-6.4","-3.1","1.2"
"22026",26,22,12,2004,2004-12-22,"2","-11","-6.7","-2.4"
"22027",26,23,12,2004,2004-12-23,"8.5","-2.6","2.1","5.2"
"22028",26,24,12,2004,2004-12-24,"2","5","6.4","8.2"
"22029",26,25,12,2004,2004-12-25,"0","2.4","5.9","9.8"
"22030",26,26,12,2004,2004-12-26,"14.2","2","3.4","4.6"
"22031",26,27,12,2004,2004-12-27,"4.2","0.4","1.8","4"
"22032",26,28,12,2004,2004-12-28,"0.2","-0.8","0.3","2"
"22033",26,29,12,2004,2004-12-29,"1.3","-0.8","0.3","1"
"22034",26,30,12,2004,2004-12-30,"0.1","0","2.3","3.6"
"22035",26,31,12,2004,2004-12-31,"3.7","0","4.4","4.8"
"22036",26,1,1,2005,2005-01-01,"1.3","1.6","4.4","6.6"
"22037",26,2,1,2005,2005-01-02,"2.1","1.6","5","6.4"
"22038",26,3,1,2005,2005-01-03,"7.2","1.2","3.4","4.6"
"22039",26,4,1,2005,2005-01-04,"4.8","1.6","6.4","7.2"
"22040",26,5,1,2005,2005-01-05,"0","4","5.7","7.4"
"22041",26,6,1,2005,2005-01-06,"1.8","2.4","4.6","7.2"
"22042",26,7,1,2005,2005-01-07,"0","1.4","6.4","9.4"
"22043",26,8,1,2005,2005-01-08,"2.2","6","9.2","12.8"
"22044",26,9,1,2005,2005-01-09,"0","3.4","6.6","10.6"
"22045",26,10,1,2005,2005-01-10,"0","4.6","8.2","11.8"
"22046",26,11,1,2005,2005-01-11,"0","5.2","7.8","10.2"
"22047",26,12,1,2005,2005-01-12,"0.6","3.4","6.1","8.2"
"22048",26,13,1,2005,2005-01-13,"1.2","1.6","3.8","8.4"
"22049",26,14,1,2005,2005-01-14,"0.5","1.4","2.4","3.8"
"22050",26,15,1,2005,2005-01-15,"0","-0.2","1","3.2"
"22051",26,16,1,2005,2005-01-16,"0","-3.2","-1.4","2.4"
"22052",26,17,1,2005,2005-01-17,"0","-4","-0.9","4.2"
"22053",26,18,1,2005,2005-01-18,"2.8","-1","0.9","2.8"
"22054",26,19,1,2005,2005-01-19,"5.7","0","0.9","3"
"22055",26,20,1,2005,2005-01-20,"4.2","0.2","2.4","4.4"
"22056",26,21,1,2005,2005-01-21,"7.4","0.6","2.9","4.2"
"22057",26,22,1,2005,2005-01-22,"0.6","0.4","1","2.6"
"22058",26,23,1,2005,2005-01-23,"0","-0.8","-0.1","1.8"
"22059",26,24,1,2005,2005-01-24,"1.4","-3","-2","0.2"
"22060",26,25,1,2005,2005-01-25,"0.1","-4.4","-3","-1"
"22061",26,26,1,2005,2005-01-26,"0","-5.2","-4.6","-2.4"
"22062",26,27,1,2005,2005-01-27,"2.3","-6.2","-4.8","-3"
"22063",26,28,1,2005,2005-01-28,"0","-7.6","-5.6","-4.4"
"22064",26,29,1,2005,2005-01-29,"0","-6.6","-5.4","-4"
"22065",26,30,1,2005,2005-01-30,"1.3","-5.4","-2.6","0.6"
"22066",26,31,1,2005,2005-01-31,"1","-1.4","2.1","4.8"
"22067",26,1,2,2005,2005-02-01,"0","-1","0.6","2.6"
"22068",26,2,2,2005,2005-02-02,"2.2","-1.6","-0.1","2"
"22069",26,3,2,2005,2005-02-03,"0.1","-2.2","-0.4","2.4"
"22070",26,4,2,2005,2005-02-04,"0","-4.4","-1.7","2.4"
"22071",26,5,2,2005,2005-02-05,"0","-5.4","-4.7","-2"
"22072",26,6,2,2005,2005-02-06,"0","-8.4","-5.7","-1.4"
"22073",26,7,2,2005,2005-02-07,"0","-10.4","-5.9","-0.8"
"22074",26,8,2,2005,2005-02-08,"0","-8.2","-4.2","0.6"
"22075",26,9,2,2005,2005-02-09,"0","-9.2","-3.9","1.6"
"22076",26,10,2,2005,2005-02-10,"1.7","-4.6","2.5","6.2"
"22077",26,11,2,2005,2005-02-11,"0","0.4","2.9","5.4"
"22078",26,12,2,2005,2005-02-12,"13","-1.8","2","5.6"
"22079",26,13,2,2005,2005-02-13,"11","0","3","6.8"
"22080",26,14,2,2005,2005-02-14,"2.5","-1","0","0.4"
"22081",26,15,2,2005,2005-02-15,"0","-2","-0.4","1.8"
"22082",26,16,2,2005,2005-02-16,"3.1","-1.4","-0.3","0.6"
"22083",26,17,2,2005,2005-02-17,"0.1","-1.4","-0.6","1"
"22084",26,18,2,2005,2005-02-18,"0","-3.2","-2.2","-1"
"22085",26,19,2,2005,2005-02-19,"0.3","-4.6","-2.3","-1"
"22086",26,20,2,2005,2005-02-20,"0","-3","-0.5","1.8"
"22087",26,21,2,2005,2005-02-21,"0","-5.4","-2.5","1"
"22088",26,22,2,2005,2005-02-22,"7.3","-7.8","-3.2","-1.4"
"22089",26,23,2,2005,2005-02-23,"12.8","-2","0.9","1.8"
"22090",26,24,2,2005,2005-02-24,"2.9","-3","0.1","1.2"
"22091",26,25,2,2005,2005-02-25,"3.6","-0.8","0.5","1.4"
"22092",26,26,2,2005,2005-02-26,"4","-2.8","-0.7","0.6"
"22093",26,27,2,2005,2005-02-27,"0.8","-10.6","-6.1","-1.6"
"22094",26,28,2,2005,2005-02-28,"1","-14","-7.8","-2.8"
"22095",26,1,3,2005,2005-03-01,"1.6","-6","-3.5","0"
"22096",26,2,3,2005,2005-03-02,"0.2","-7","-4.6","0.8"
"22097",26,3,3,2005,2005-03-03,"0","-15","-7.9","-0.4"
"22098",26,4,3,2005,2005-03-04,"0","-6","-3.3","0.8"
"22099",26,5,3,2005,2005-03-05,"1","-7.6","-4.2","0.6"
"22100",26,6,3,2005,2005-03-06,"0.4","-5.4","-2.8","0.4"
"22101",26,7,3,2005,2005-03-07,"0","-5","-2.1","0.6"
"22102",26,8,3,2005,2005-03-08,"0","-0.6","1.8","3.4"
"22103",26,9,3,2005,2005-03-09,"0.1","-5.4","-2","1.6"
"22104",26,10,3,2005,2005-03-10,"0","-10","-3.8","-0.2"
"22105",26,11,3,2005,2005-03-11,"7.2","-3.6","-0.1","1.6"
"22106",26,12,3,2005,2005-03-12,"6.9","0","1.6","2.6"
"22107",26,13,3,2005,2005-03-13,"0.4","-3","-1.1","2.2"
"22108",26,14,3,2005,2005-03-14,"0","-3","1.7","4"
"22109",26,15,3,2005,2005-03-15,"0","-2","1.9","6.6"
"22110",26,16,3,2005,2005-03-16,"0","1.6","7","12.6"
"22111",26,17,3,2005,2005-03-17,"1.8","8.6","11.2","15"
"22112",26,18,3,2005,2005-03-18,"2.5","8","10.2","12.2"
"22113",26,19,3,2005,2005-03-19,"0","-1.6","0.2","8"
"22114",26,20,3,2005,2005-03-20,"0","-5.4","-1.6","3"
"22115",26,21,3,2005,2005-03-21,"0","-5","-0.6","4"
"22116",26,22,3,2005,2005-03-22,"0","-3.8","2","8.6"
"22117",26,23,3,2005,2005-03-23,"0.7","-1.4","6.6","14"
"22118",26,24,3,2005,2005-03-24,"0.1","5.4","9.3","13.6"
"22119",26,25,3,2005,2005-03-25,"0","2","7.1","11.4"
"22120",26,26,3,2005,2005-03-26,"0","5.2","8.4","12.8"
"22121",26,27,3,2005,2005-03-27,"0","5.2","7.3","9"
"22122",26,28,3,2005,2005-03-28,"0","-1.2","5.2","11.4"
"22123",26,29,3,2005,2005-03-29,"0","-1.6","5.2","12.4"
"22124",26,30,3,2005,2005-03-30,"0","-1","5","10.8"
"22125",26,31,3,2005,2005-03-31,"0","-2.4","4.1","10.6"
"22126",26,1,4,2005,2005-04-01,"0","-2.6","5.3","12.2"
"22127",26,2,4,2005,2005-04-02,"0","-2.4","6.4","15"
"22128",26,3,4,2005,2005-04-03,"0","-0.8","9.1","18.4"
"22129",26,4,4,2005,2005-04-04,"0","1","10.1","19.8"
"22130",26,5,4,2005,2005-04-05,"1","2.6","9.8","20.4"
"22131",26,6,4,2005,2005-04-06,"0.4","4","7.7","14.4"
"22132",26,7,4,2005,2005-04-07,"3.1","6","11.3","17"
"22133",26,8,4,2005,2005-04-08,"0.2","8.4","10.4","13.8"
"22134",26,9,4,2005,2005-04-09,"0","6.2","7.6","11.4"
"22135",26,10,4,2005,2005-04-10,"0","2.2","5.1","9.2"
"22136",26,11,4,2005,2005-04-11,"0","3.8","8.6","14.4"
"22137",26,12,4,2005,2005-04-12,"0","3","9.8","14.8"
"22138",26,13,4,2005,2005-04-13,"0","7.2","10.9","16.4"
"22139",26,14,4,2005,2005-04-14,"0","5","11.1","18.6"
"22140",26,15,4,2005,2005-04-15,"0","4.2","12.8","21"
"22141",26,16,4,2005,2005-04-16,"0","7.4","13.2","19.8"
"22142",26,17,4,2005,2005-04-17,"0","7.6","13.4","21.6"
"22143",26,18,4,2005,2005-04-18,"0","7.2","12.6","17.4"
"22144",26,19,4,2005,2005-04-19,"0","3.6","9.1","16.2"
"22145",26,20,4,2005,2005-04-20,"0","-1.4","4.1","10.4"
"22146",26,21,4,2005,2005-04-21,"0","-3.8","3","9.6"
"22147",26,22,4,2005,2005-04-22,"0","0.4","5.1","11.6"
"22148",26,23,4,2005,2005-04-23,"0","-0.4","5.2","12.4"
"22149",26,24,4,2005,2005-04-24,"0","-2","5.6","13.4"
"22150",26,25,4,2005,2005-04-25,"0","-0.6","7.6","17.2"
"22151",26,26,4,2005,2005-04-26,"0","3","9.9","17.4"
"22152",26,27,4,2005,2005-04-27,"14.5","1.6","8.5","14"
"22153",26,28,4,2005,2005-04-28,"0","6.4","8","12"
"22154",26,29,4,2005,2005-04-29,"0","5","9","15.6"
"22155",26,30,4,2005,2005-04-30,"0","8.2","12.6","19.8"
"22156",26,1,5,2005,2005-05-01,"0","11","16.2","23.4"
"22157",26,2,5,2005,2005-05-02,"0","10","16.7","25.4"
"22158",26,3,5,2005,2005-05-03,"12.5","14.6","17.9","24.2"
"22159",26,4,5,2005,2005-05-04,"1","12.8","12.5","17.4"
"22160",26,5,5,2005,2005-05-05,"0.5","9.8","9.3","14.4"
"22161",26,6,5,2005,2005-05-06,"6.9","6.4","7.5","12.2"
"22162",26,7,5,2005,2005-05-07,"7.2","5.6","7.6","13"
"22163",26,8,5,2005,2005-05-08,"8.1","4.4","7.8","9.6"
"22164",26,9,5,2005,2005-05-09,"1.8","3.6","5.8","10.2"
"22165",26,10,5,2005,2005-05-10,"0","2.6","6.9","12.6"
"22166",26,11,5,2005,2005-05-11,"10.8","2.4","5.8","10.8"
"22167",26,12,5,2005,2005-05-12,"0.4","3","7.5","12.8"
"22168",26,13,5,2005,2005-05-13,"0","2","10.1","17"
"22169",26,14,5,2005,2005-05-14,"19","5.4","11.5","18.6"
"22170",26,15,5,2005,2005-05-15,"0.1","9","11.4","15.6"
"22171",26,16,5,2005,2005-05-16,"0","7.4","11.9","17.6"
"22172",26,17,5,2005,2005-05-17,"6.4","7.8","8.5","15.2"
"22173",26,18,5,2005,2005-05-18,"0","5","8.9","13"
"22174",26,19,5,2005,2005-05-19,"0","2.4","9.7","16"
"22175",26,20,5,2005,2005-05-20,"0","3.6","10.8","18"
"22176",26,21,5,2005,2005-05-21,"0","6","14.7","23.2"
"22177",26,22,5,2005,2005-05-22,"0","12.8","16.4","21.2"
"22178",26,23,5,2005,2005-05-23,"11.4","11.8","16.3","24.6"
"22179",26,24,5,2005,2005-05-24,"0","11.6","15.3","19.8"
"22180",26,25,5,2005,2005-05-25,"0","8.6","17.6","24"
"22181",26,26,5,2005,2005-05-26,"0","11.4","18","25.4"
"22182",26,27,5,2005,2005-05-27,"0","13","21.1","29.2"
"22183",26,28,5,2005,2005-05-28,"0","15.2","22.3","30.2"
"22184",26,29,5,2005,2005-05-29,"0","17.2","23.2","30"
"22185",26,30,5,2005,2005-05-30,"0.1","14.2","19.4","26"
"22186",26,31,5,2005,2005-05-31,"0","10.6","13","20"
"22187",26,1,6,2005,2005-06-01,"0","7.2","9.8","15.6"
"22188",26,2,6,2005,2005-06-02,"0","8","12.7","19"
"22189",26,3,6,2005,2005-06-03,"0","13.2","18.2","25"
"22190",26,4,6,2005,2005-06-04,"0","14.2","18.3","23.6"
"22191",26,5,6,2005,2005-06-05,"0.7","10.2","14","20.8"
"22192",26,6,6,2005,2005-06-06,"0","11.8","12.1","17"
"22193",26,7,6,2005,2005-06-07,"6.9","7.6","9.4","12.4"
"22194",26,8,6,2005,2005-06-08,"1.5","8.4","11.9","15"
"22195",26,9,6,2005,2005-06-09,"0","3.6","12","19.6"
"22196",26,10,6,2005,2005-06-10,"5.5","5.4","12.9","18.4"
"22197",26,11,6,2005,2005-06-11,"0","9","10.9","14.2"
"22198",26,12,6,2005,2005-06-12,"0","8","11.6","16"
"22199",26,13,6,2005,2005-06-13,"3.4","5","14.3","23.2"
"22200",26,14,6,2005,2005-06-14,"21","9","18","26.6"
"22201",26,15,6,2005,2005-06-15,"0","13.4","19.1","24.4"
"22202",26,16,6,2005,2005-06-16,"0","14","20.1","26.8"
"22203",26,17,6,2005,2005-06-17,"0.6","15.8","19.4","24.6"
"22204",26,18,6,2005,2005-06-18,"0","13","16.7","19.8"
"22205",26,19,6,2005,2005-06-19,"0","10.6","17.4","23.4"
"22206",26,20,6,2005,2005-06-20,"0","11","18.9","25.4"
"22207",26,21,6,2005,2005-06-21,"0.1","12","19.8","27"
"22208",26,22,6,2005,2005-06-22,"0.1","18","20.1","24"
"22209",26,23,6,2005,2005-06-23,"0","13.2","19.1","25"
"22210",26,24,6,2005,2005-06-24,"0","12","20.6","28.2"
"22211",26,25,6,2005,2005-06-25,"0","15.2","24.1","33.2"
"22212",26,26,6,2005,2005-06-26,"0","15.6","19.7","25.2"
"22213",26,27,6,2005,2005-06-27,"0","11.2","19.9","25.2"
"22214",26,28,6,2005,2005-06-28,"0","10.4","17.3","23.2"
"22215",26,29,6,2005,2005-06-29,"0","8","17.2","25.6"
"22216",26,30,6,2005,2005-06-30,"0","9.2","16.3","23.4"
"22217",26,1,7,2005,2005-07-01,"0","13.4","18.6","25"
"22218",26,2,7,2005,2005-07-02,"0","14.6","19.7","25.4"
"22219",26,3,7,2005,2005-07-03,"0","13","20.5","27.4"
"22220",26,4,7,2005,2005-07-04,"0","12.8","21.4","29"
"22221",26,5,7,2005,2005-07-05,"26.8","14.2","20.2","25.2"
"22222",26,6,7,2005,2005-07-06,"1.3","11.8","12.8","16.2"
"22223",26,7,7,2005,2005-07-07,"0","10.2","16.5","24.4"
"22224",26,8,7,2005,2005-07-08,"0.4","13","20.3","26.6"
"22225",26,9,7,2005,2005-07-09,"10.9","16","19.1","25.8"
"22226",26,10,7,2005,2005-07-10,"0","14.6","21.9","29"
"22227",26,11,7,2005,2005-07-11,"0","15","23.4","29.4"
"22228",26,12,7,2005,2005-07-12,"0","15","23.2","30"
"22229",26,13,7,2005,2005-07-13,"0","14.2","23.6","31.2"
"22230",26,14,7,2005,2005-07-14,"0","15.2","23.4","29"
"22231",26,15,7,2005,2005-07-15,"2","15.4","23.2","31.2"
"22232",26,16,7,2005,2005-07-16,"0","16.8","19.8","27"
"22233",26,17,7,2005,2005-07-17,"0","13.6","17.7","21.8"
"22234",26,18,7,2005,2005-07-18,"1","12.2","19.1","24.4"
"22235",26,19,7,2005,2005-07-19,"3.9","15.8","18.4","24.2"
"22236",26,20,7,2005,2005-07-20,"3.8","13.6","17.9","22"
"22237",26,21,7,2005,2005-07-21,"25.2","11.6","12.7","20"
"22238",26,22,7,2005,2005-07-22,"2.6","13","15.3","19.4"
"22239",26,23,7,2005,2005-07-23,"0","14.6","15.3","18"
"22240",26,24,7,2005,2005-07-24,"0","13.4","17","22"
"22241",26,25,7,2005,2005-07-25,"12.7","13.8","18.2","23.6"
"22242",26,26,7,2005,2005-07-26,"12.3","16.2","18.6","23.2"
"22243",26,27,7,2005,2005-07-27,"0","15","19.2","25"
"22244",26,28,7,2005,2005-07-28,"3.6","17.4","23.8","30.4"
"22245",26,29,7,2005,2005-07-29,"4.2","18.4","23.2","30.2"
"22246",26,30,7,2005,2005-07-30,"14.8","19","23.8","28.2"
"22247",26,31,7,2005,2005-07-31,"1","17.4","20.9","25.2"
"22248",26,1,8,2005,2005-08-01,"0","14.2","19","24"
"22249",26,2,8,2005,2005-08-02,"0","12","17.6","23.6"
"22250",26,3,8,2005,2005-08-03,"27.2","12.8","17.9","25"
"22251",26,4,8,2005,2005-08-04,"0","13.8","16.3","20.4"
"22252",26,5,8,2005,2005-08-05,"5.1","10.6","16.3","21"
"22253",26,6,8,2005,2005-08-06,"10.7","10.4","15.2","21.2"
"22254",26,7,8,2005,2005-08-07,"4.2","10.4","13","16.6"
"22255",26,8,8,2005,2005-08-08,"0","8","14.1","19.8"
"22256",26,9,8,2005,2005-08-09,"2.3","9.6","12.5","17.8"
"22257",26,10,8,2005,2005-08-10,"9","12","14","19"
"22258",26,11,8,2005,2005-08-11,"0","12.4","13.3","15.4"
"22259",26,12,8,2005,2005-08-12,"5.4","12.2","15.4","20"
"22260",26,13,8,2005,2005-08-13,"1.7","12.2","13.7","17.4"
"22261",26,14,8,2005,2005-08-14,"0","10.4","15.3","21.6"
"22262",26,15,8,2005,2005-08-15,"0","11.6","16.9","21.6"
"22263",26,16,8,2005,2005-08-16,"0","12.4","17.3","24.6"
"22264",26,17,8,2005,2005-08-17,"0","11.2","16.9","22.6"
"22265",26,18,8,2005,2005-08-18,"0","11.8","19.7","26.2"
"22266",26,19,8,2005,2005-08-19,"0","11","19.3","27.2"
"22267",26,20,8,2005,2005-08-20,"0","15","21.5","28.8"
"22268",26,21,8,2005,2005-08-21,"0","13.6","19.8","28"
"22269",26,22,8,2005,2005-08-22,"0","13.2","19.4","27.6"
"22270",26,23,8,2005,2005-08-23,"12.3","16.2","17.8","21.2"
"22271",26,24,8,2005,2005-08-24,"0","16.8","17.3","23"
"22272",26,25,8,2005,2005-08-25,"3.7","12.4","17.9","24"
"22273",26,26,8,2005,2005-08-26,"0","13.6","16.1","19.6"
"22274",26,27,8,2005,2005-08-27,"0","8.8","17.7","21.6"
"22275",26,28,8,2005,2005-08-28,"0","11.6","17.1","24.2"
